Name,Value
CNG_TP76_Watson_Get_Investigation_Pacing,20000
CNG_TP76_Watson_Get_Investigation_RampUp,10
CNG_TP76_Watson_Get_Investigation_StartUpDelay,630
CNG_TP76_Watson_Get_Investigation_SteadyState,4000
CNG_TP76_Watson_Get_Investigation_ThinkTime,10
CNG_TP76_Watson_Get_Investigation_Threads,0
CNG_TP81_FNOL_Auto_STP_Pacing,0
CNG_TP81_FNOL_Auto_STP_RampUp,5
CNG_TP81_FNOL_Auto_STP_StartUpDelay,396
CNG_TP81_FNOL_Auto_STP_SteadyState,4000
CNG_TP81_FNOL_Auto_STP_ThinkTime,1000
CNG_TP81_FNOL_Auto_STP_Threads,2
CNG_TP83_Add_Exposure_Property_Pacing,0
CNG_TP83_Add_Exposure_Property_RampUp,13
CNG_TP83_Add_Exposure_Property_StartUpDelay,309
CNG_TP83_Add_Exposure_Property_SteadyState,4000
CNG_TP83_Add_Exposure_Property_ThinkTime,4500
CNG_TP83_Add_Exposure_Property_Threads,5
CNG_TP84_Prop_Add_Appraisal_Pacing,0
CNG_TP84_Prop_Add_Appraisal_RampUp,5
CNG_TP84_Prop_Add_Appraisal_StartUpDelay,315
CNG_TP84_Prop_Add_Appraisal_SteadyState,4000
CNG_TP84_Prop_Add_Appraisal_ThinkTime,2500
CNG_TP84_Prop_Add_Appraisal_Threads,2
CNG_TP86_Workplan_Activity_Edits_Pacing,0
CNG_TP86_Workplan_Activity_Edits_RampUp,23
CNG_TP86_Workplan_Activity_Edits_StartUpDelay,665
CNG_TP86_Workplan_Activity_Edits_SteadyState,4000
CNG_TP86_Workplan_Activity_Edits_ThinkTime,4000
CNG_TP86_Workplan_Activity_Edits_Threads,9
CNG_TP87_CTI_Call_Routing_By_Phone_Number_Pacing,0
CNG_TP87_CTI_Call_Routing_By_Phone_Number_RampUp,13
CNG_TP87_CTI_Call_Routing_By_Phone_Number_StartUpDelay,330
CNG_TP87_CTI_Call_Routing_By_Phone_Number_SteadyState,4000
CNG_TP87_CTI_Call_Routing_By_Phone_Number_ThinkTime,5000
CNG_TP87_CTI_Call_Routing_By_Phone_Number_Threads,5
CNG_TP88_CTI_Get_Claim_Status_Pacing,40000
CNG_TP88_CTI_Get_Claim_Status_RampUp,5
CNG_TP88_CTI_Get_Claim_Status_StartUpDelay,635
CNG_TP88_CTI_Get_Claim_Status_SteadyState,4000
CNG_TP88_CTI_Get_Claim_Status_ThinkTime,5000
CNG_TP88_CTI_Get_Claim_Status_Threads,2
CNG_TP93_eService_Find_Exposures_Pacing,0
CNG_TP93_eService_Find_Exposures_RampUp,15
CNG_TP93_eService_Find_Exposures_StartUpDelay,348
CNG_TP93_eService_Find_Exposures_SteadyState,4000
CNG_TP93_eService_Find_Exposures_ThinkTime,10000
CNG_TP93_eService_Find_Exposures_Threads,6
CNG_TP94_010_eService_Get_Claim_By_Claim_Number_Pacing,0
CNG_TP94_010_eService_Get_Claim_By_Claim_Number_RampUp,15
CNG_TP94_010_eService_Get_Claim_By_Claim_Number_StartUpDelay,640
CNG_TP94_010_eService_Get_Claim_By_Claim_Number_SteadyState,4000
CNG_TP94_010_eService_Get_Claim_By_Claim_Number_ThinkTime,10000
CNG_TP94_010_eService_Get_Claim_By_Claim_Number_Threads,6
CNG_TP95_010_eService_Get_Next_Steps_Pacing,20000
CNG_TP95_010_eService_Get_Next_Steps_RampUp,10
CNG_TP95_010_eService_Get_Next_Steps_StartUpDelay,645
CNG_TP95_010_eService_Get_Next_Steps_SteadyState,4000
CNG_TP95_010_eService_Get_Next_Steps_ThinkTime,10
CNG_TP95_010_eService_Get_Next_Steps_Threads,0
CNG_TP96_010_eService_Find_Schedule_By_Vendor_Pacing,0
CNG_TP96_010_eService_Find_Schedule_By_Vendor_RampUp,10
CNG_TP96_010_eService_Find_Schedule_By_Vendor_StartUpDelay,360
CNG_TP96_010_eService_Find_Schedule_By_Vendor_SteadyState,4000
CNG_TP96_010_eService_Find_Schedule_By_Vendor_ThinkTime,15000
CNG_TP96_010_eService_Find_Schedule_By_Vendor_Threads,4
CNG_TP97_eService_Find_Shop_By_Location_And_Type_Pacing,0
CNG_TP97_eService_Find_Shop_By_Location_And_Type_RampUp,10
CNG_TP97_eService_Find_Shop_By_Location_And_Type_StartUpDelay,372
CNG_TP97_eService_Find_Shop_By_Location_And_Type_SteadyState,4000
CNG_TP97_eService_Find_Shop_By_Location_And_Type_ThinkTime,10000
CNG_TP97_eService_Find_Shop_By_Location_And_Type_Threads,4
CNG_TP98_eService_Create_Express_Review_Pacing,0
CNG_TP98_eService_Create_Express_Review_RampUp,10
CNG_TP98_eService_Create_Express_Review_StartUpDelay,384
CNG_TP98_eService_Create_Express_Review_SteadyState,4000
CNG_TP98_eService_Create_Express_Review_ThinkTime,5000
CNG_TP98_eService_Create_Express_Review_Threads,4
CNG_TP99_010_eService_Get_Express_Review_Pacing,0
CNG_TP99_010_eService_Get_Express_Review_RampUp,10
CNG_TP99_010_eService_Get_Express_Review_StartUpDelay,650
CNG_TP99_010_eService_Get_Express_Review_SteadyState,4000
CNG_TP99_010_eService_Get_Express_Review_ThinkTime,10000
CNG_TP99_010_eService_Get_Express_Review_Threads,4
GUDV_RampUp,40
GV_HostName,perf-pmclaimcenter-internal.libertyec.com
GV_HOSTNAME_APPRAISALS,perf-pmclaims-esb-appraisals-internal.libertyec.com
GV_HOSTNAME_CIT,perf-pmclaims-esb-cti-internal.libertyec.com
GV_HOSTNAME_CLAIMS,perf-pmclaims-esb-claims-internal.libertyec.com
GV_HOSTNAME_CLAIMSERVICE,perf-pmclaims-esb-claimservices-internal.libertyec.com
GV_HOSTNAME_CLAIMVIDEO,perf-pmclaims-esb-claimvideo-internal.libertyec.com
GV_HOSTNAME_CONTACT,perf-pmclaims-esb-contact-internal.libertyec.com
GV_HOSTNAME_CWS,perf-pmclaims-esb-csw-internal.libertyec.com
GV_HOSTNAME_ESB_INTERNAL,perf-pmclaims-esb-internal.libertyec.com
GV_HOSTNAME_FINANCIALS,perf-pmclaims-esb-financials-internal.libertyec.com
GV_HOSTNAME_FNOL,perf-pmclaims-esb-fnol-internal.libertyec.com
GV_HOSTNAME_FNOLSERVICE,perf-pmclaims-esb-fnolservices-internal.libertyec.com
GV_HOSTNAME_IMIG,vxpif-pclslp02.lmig.com
GV_HOSTNAME_INCIDENT,perf-pmclaims-esb-incident-internal.libertyec.com
GV_HOSTNAME_MICROSERVICE,perf-microserviceapps.libertyec.com
GV_HOSTNAME_NAVIGATOR,perf-pmclaimcenter-internal.libertyec.com
GV_HOSTNAME_POLICY,perf-pmclaims-esb-policyservices-internal.libertyec.com
GV_HOSTNAME_RENTALS,perf-pmclaims-esb-rentalreservation-internal.libertyec.com
GV_HOSTNAME_TYPELIST,perf-pmclaims-esb-typelist-internal.libertyec.com
GV_HOSTNAME_VENDORPORTAL,vxpid-ipas01-tpi012.lmig.com
GV_ThinkTime,500
PATH_SEP,\
SERVER,perf-pmclaims-esb-contact-internal.libertyec.com
SERVER_TP135,perf-pmclaims-esb-appraisals-internal.libertyec.com
SERVER_TP138,perf-pmclaims-esb-financials-internal.libertyec.com
CNG_TP154_Dispatching_Schedule_Appraisal_Pacing,0
CNG_TP154_Dispatching_Schedule_Appraisal_RampUp,7
CNG_TP154_Dispatching_Schedule_Appraisal_StartUpDelay,200
CNG_TP154_Dispatching_Schedule_Appraisal_SteadyState,4000
CNG_TP154_Dispatching_Schedule_Appraisal_ThinkTime,10000
CNG_TP154_Dispatching_Schedule_Appraisal_Threads,3
CNG_TP174_eService_Add_Claim_Note_Pacing,0
CNG_TP174_eService_Add_Claim_Note_RampUp,1
CNG_TP174_eService_Add_Claim_Note_StartUpDelay,1
CNG_TP174_eService_Add_Claim_Note_SteadyState,4000
CNG_TP174_eService_Add_Claim_Note_ThinkTime,10000
CNG_TP174_eService_Add_Claim_Note_Threads,1
